filename,name,target_role,age,years_experience,education_level,nb_certifications,nb_extra_languages,nb_extra_skills,has_management_experience,has_international_experience,gender,label
cv_0026.txt,Elena Dubois,Product Analyst,32,2.0,3,1,0,12,1,0,0,0
cv_0027.txt,Lucia Novak,Backend Developer,28,1.08,4,1,1,11,0,1,0,0
cv_0028.txt,Yusuf Santos,ML Engineer,30,2.42,4,4,1,17,0,1,1,0
cv_0029.txt,Thomas Novak,BI Developer,23,0.58,3,1,1,13,0,1,1,0
cv_0030.txt,Julia Novak,Data Engineer,34,4.67,4,2,0,12,1,0,0,0
cv_0031.txt,Gabriel Costa,Backend Developer,30,6.25,3,3,1,10,0,1,1,1
cv_0032.txt,Arjun Aliyev,QA Engineer,31,4.5,3,1,1,14,0,1,1,0
cv_0033.txt,Arjun Aliyev,Software Engineer,31,2.83,3,1,1,14,0,1,1,1
cv_0034.txt,Kenji Liu,Data Analyst,25,4.33,4,3,1,15,0,1,1,1
cv_0035.txt,Leila Liu,Product Analyst,25,0.75,4,2,1,12,1,1,0,0
cv_0036.txt,Mina Okafor,DevOps Engineer,38,8.25,4,1,0,8,1,0,0,0
cv_0037.txt,Marcus Dubois,ML Engineer,40,11.08,4,2,1,11,0,1,1,0
cv_0038.txt,Sophie Novak,DevOps Engineer,30,6.67,4,4,0,15,1,0,0,0
cv_0039.txt,Omar Andersen,ML Engineer,36,7.5,4,1,1,13,0,1,1,1
cv_0040.txt,Lucia Rossi,Backend Developer,33,8.0,4,1,0,14,0,0,0,0
cv_0041.txt,Gabriel Novak,Backend Developer,37,8.5,3,4,1,11,0,1,1,0
cv_0042.txt,Kenji Kim,Backend Developer,31,5.33,4,1,0,15,0,0,1,0
cv_0043.txt,Aisha Martinez,ML Engineer,38,10.67,4,1,1,12,0,1,0,1
cv_0044.txt,Hugo Schneider,DevOps Engineer,35,9.58,3,1,1,10,1,1,1,1
cv_0045.txt,Isla Kim,Cybersecurity Analyst,33,8.75,3,2,1,14,1,1,0,0
cv_0046.txt,Luca Garcia,Software Engineer,22,0.75,3,1,1,15,0,1,1,0
cv_0047.txt,Gabriel Popescu,Frontend Developer,39,11.33,3,1,1,13,0,1,1,1
cv_0048.txt,Yusuf Kim,Data Scientist,29,3.25,3,1,1,13,0,0,1,0
cv_0049.txt,Omar Petrov,Cybersecurity Analyst,30,5.5,4,4,1,14,0,1,1,0
cv_0050.txt,Elena Schneider,Data Engineer,30,2.92,4,1,1,11,0,1,0,0
cv_0051.txt,Victor Silva,Frontend Developer,31,5.75,3,2,1,16,0,1,1,0
cv_0052.txt,Gabriel Dubois,Cybersecurity Analyst,26,2.17,3,2,0,10,0,0,1,0
cv_0053.txt,Aisha Aliyev,QA Engineer,30,5.42,3,1,1,13,0,1,0,0
cv_0054.txt,Clara Rossi,ML Engineer,39,8.5,3,1,1,15,0,1,0,1
cv_0055.txt,Nadia Aliyev,Product Analyst,37,6.83,4,2,1,12,1,1,0,0
cv_0056.txt,Zoe Martinez,Product Analyst,33,6.17,3,1,1,12,1,0,0,0
cv_0057.txt,Hannah Patel,Frontend Developer,28,5.5,3,1,1,12,0,1,0,0
cv_0058.txt,Zoe Aliyev,Product Analyst,36,8.25,4,1,1,12,1,1,0,0
cv_0059.txt,Leila Fischer,Software Engineer,37,10.5,4,4,1,12,0,1,0,1
cv_0060.txt,Arjun Hassan,Backend Developer,36,3.75,3,1,1,12,0,1,1,0
cv_0061.txt,Kenji Popescu,Data Engineer,36,4.75,4,4,0,11,1,0,1,0
cv_0062.txt,Arjun Bianchi,Frontend Developer,34,5.08,4,3,1,10,0,1,1,1
cv_0063.txt,Marcus Silva,Software Engineer,33,7.83,4,1,1,16,0,1,1,0
cv_0064.txt,Lucia Martinez,Cybersecurity Analyst,31,5.92,3,3,1,13,0,1,0,0
cv_0065.txt,Aisha Garcia,Backend Developer,25,0.92,3,1,1,11,0,1,0,0
cv_0066.txt,Leila Andersen,Software Engineer,34,6.25,3,1,1,12,0,1,0,0
cv_0067.txt,Luca Silva,Backend Developer,38,9.33,4,1,1,12,0,1,1,0
cv_0068.txt,Samuel Costa,Backend Developer,39,9.5,3,2,1,11,0,1,1,0
cv_0069.txt,Hannah Dubois,QA Engineer,27,3.25,3,1,1,12,0,1,0,0
cv_0070.txt,Kenji Liu,ML Engineer,38,8.17,4,2,0,13,0,0,1,0
cv_0071.txt,Mina Fischer,Frontend Developer,35,6.17,3,3,1,16,0,1,0,0
cv_0072.txt,Maya Santos,Backend Developer,26,3.17,3,1,1,9,0,1,0,0
cv_0073.txt,Nadia Silva,Cybersecurity Analyst,25,2.75,4,3,1,14,0,1,0,0
cv_0074.txt,Samuel Rossi,QA Engineer,40,10.25,3,2,1,13,0,1,1,0
cv_0075.txt,Thomas Aliyev,Product Analyst,28,6.58,4,4,1,11,1,1,1,0
cv_0076.txt,Isla Silva,DevOps Engineer,35,10.67,3,1,1,9,0,1,0,1
cv_0077.txt,Lucia Silva,Data Scientist,32,6.25,4,2,1,9,0,1,0,1
cv_0078.txt,Zoe Popescu,Frontend Developer,31,5.83,3,3,1,14,0,0,0,0
cv_0079.txt,Hugo Hassan,Data Scientist,28,2.83,3,1,1,11,0,1,1,0
cv_0080.txt,Samuel Bianchi,Data Engineer,32,3.75,3,1,1,15,0,1,1,0
cv_0081.txt,Kenji Kim,Frontend Developer,36,11.17,3,3,1,11,0,1,1,0
cv_0082.txt,Samuel Patel,Backend Developer,36,7.75,4,2,1,15,0,1,1,1
cv_0083.txt,Daniel Schneider,ML Engineer,35,11.67,4,4,1,12,0,1,1,0
cv_0084.txt,Olivia Liu,BI Developer,34,5.5,4,2,1,13,0,1,0,1
cv_0085.txt,Victor Martinez,Frontend Developer,25,1.83,4,1,0,9,0,0,1,0
cv_0086.txt,David Andersen,BI Developer,25,1.92,4,2,1,10,0,1,1,0
cv_0087.txt,Eva Bianchi,Data Analyst,35,11.67,4,1,1,10,0,1,0,0
cv_0088.txt,Elena Patel,Data Scientist,28,4.58,3,1,1,13,0,1,0,1
cv_0089.txt,Anna Dubois,Backend Developer,39,7.17,4,1,1,14,0,1,0,0
cv_0090.txt,Gabriel Andersen,Cybersecurity Analyst,30,4.75,4,2,1,13,0,1,1,0
cv_0091.txt,Victor Fischer,Backend Developer,27,3.33,4,1,0,14,0,0,1,0
cv_0092.txt,Jonas Bianchi,QA Engineer,38,5.67,3,1,1,12,0,1,1,1
cv_0093.txt,Gabriel Popescu,DevOps Engineer,24,2.67,3,1,1,14,1,1,1,0
cv_0094.txt,Hannah Patel,Software Engineer,33,8.92,4,4,0,11,0,0,0,1
cv_0095.txt,Omar Rossi,ML Engineer,33,2.33,4,1,1,12,0,1,1,0
cv_0096.txt,Sara Patel,Software Engineer,25,2.17,4,1,1,13,0,1,0,1
cv_0097.txt,Camila Costa,Data Scientist,30,3.08,3,2,1,11,0,1,0,0
cv_0098.txt,Samuel Patel,BI Developer,35,10.08,3,3,1,13,0,1,1,1
cv_0099.txt,Omar Okafor,Data Engineer,33,4.92,3,1,1,12,0,1,1,1
cv_0100.txt,Marcus Rossi,Software Engineer,32,10.33,4,1,1,15,0,1,1,0
cv_0101.txt,Maya Novak,Data Engineer,30,4.92,3,2,1,10,0,1,0,0
cv_0102.txt,Nadia Dubois,Cybersecurity Analyst,40,10.25,3,1,1,11,1,1,0,1
cv_0103.txt,Omar Martinez,Backend Developer,26,2.0,4,1,1,15,0,1,1,1
cv_0104.txt,Jonas Santos,Software Engineer,34,5.25,3,2,1,12,0,1,1,0
cv_0105.txt,Victor Dubois,Software Engineer,30,4.42,3,1,1,13,0,1,1,0
cv_0106.txt,Nadia Schneider,Frontend Developer,30,3.67,3,1,1,15,0,0,0,0
cv_0107.txt,Daniel Fischer,Frontend Developer,36,7.67,3,3,1,12,0,1,1,0
cv_0108.txt,Lucia Costa,Backend Developer,33,4.58,3,2,1,11,0,1,0,0
cv_0109.txt,Elena Dubois,Product Analyst,33,9.92,3,3,1,13,1,1,0,0
cv_0110.txt,Lucia Aliyev,Data Analyst,23,1.67,3,1,1,14,0,1,0,0
cv_0111.txt,Sara Fischer,Software Engineer,30,4.0,4,4,1,11,0,1,0,1
cv_0112.txt,Maya Popescu,ML Engineer,34,5.25,4,1,1,15,1,1,0,1
cv_0113.txt,Leo Dubois,Software Engineer,24,0.83,3,3,1,10,0,1,1,0
cv_0114.txt,David Popescu,Data Scientist,34,6.67,3,2,1,12,0,1,1,0
cv_0115.txt,Ethan Liu,BI Developer,35,8.08,3,4,0,13,0,0,1,0
cv_0116.txt,Luca Aliyev,QA Engineer,24,2.75,3,1,1,10,0,1,1,0
cv_0117.txt,Samuel Andersen,Product Analyst,30,5.17,3,1,1,12,1,1,1,0
cv_0118.txt,Hugo Patel,Data Scientist,38,9.67,3,3,1,11,0,1,1,1
cv_0119.txt,Nadia Schneider,Data Engineer,26,2.58,3,1,1,9,0,1,0,0
cv_0120.txt,Zoe Silva,Data Engineer,27,2.75,3,1,1,14,0,1,0,0
cv_0121.txt,Camila Hassan,Software Engineer,41,7.92,4,2,1,13,0,1,0,0
cv_0122.txt,Jonas Fischer,QA Engineer,32,5.0,3,4,0,12,0,0,1,0
cv_0123.txt,Maya Patel,Data Analyst,34,8.17,3,1,1,11,0,0,0,0
cv_0124.txt,Julia Rossi,Backend Developer,33,11.58,3,3,1,13,0,1,0,1
cv_0125.txt,Victor Hassan,ML Engineer,42,11.25,4,1,1,12,1,1,1,1
cv_0126.txt,David Schneider,Product Analyst,30,4.83,4,2,1,14,1,1,1,0
cv_0127.txt,Clara Okafor,Data Analyst,36,7.33,4,4,1,14,0,1,0,0
cv_0128.txt,Daniel Petrov,Software Engineer,38,8.33,4,1,1,12,0,1,1,1
cv_0129.txt,Nora Popescu,Data Scientist,34,6.5,4,1,1,14,1,1,0,0
cv_0130.txt,Isla Garcia,Cybersecurity Analyst,28,6.0,3,3,1,13,0,1,0,1
cv_0131.txt,Camila Novak,QA Engineer,35,5.0,3,3,1,16,0,1,0,0
cv_0132.txt,Lucia Silva,Product Analyst,33,5.92,4,2,1,13,1,1,0,1
cv_0133.txt,Leo Liu,Software Engineer,36,5.08,4,2,1,14,0,1,1,0
cv_0134.txt,Aisha Silva,Data Scientist,40,8.67,4,2,1,14,0,1,0,1
cv_0135.txt,Kenji Costa,Data Engineer,28,2.67,4,1,1,15,0,1,1,0
cv_0136.txt,Luca Aliyev,Frontend Developer,29,5.83,4,1,1,10,0,1,1,1
cv_0137.txt,Mateo Liu,Data Scientist,38,5.83,3,1,1,12,0,1,1,0
cv_0138.txt,Aisha Martinez,Frontend Developer,31,8.67,4,2,1,14,0,1,0,1
cv_0139.txt,Daniel Silva,Backend Developer,41,7.5,4,1,1,13,0,1,1,0
cv_0140.txt,Ethan Kim,Frontend Developer,28,1.67,3,2,1,13,0,1,1,1
cv_0141.txt,Noah Costa,Backend Developer,30,7.33,4,2,1,13,0,1,1,0
cv_0142.txt,Nathan Okafor,Software Engineer,37,9.08,4,2,0,13,0,0,1,0
cv_0143.txt,Lucia Garcia,Data Analyst,25,3.33,3,2,1,13,0,1,0,0
cv_0144.txt,Hugo Aliyev,DevOps Engineer,28,2.58,4,2,0,10,1,0,1,0
cv_0145.txt,Omar Liu,Backend Developer,39,9.58,4,4,1,12,0,1,1,1
cv_0146.txt,Elena Liu,Data Scientist,27,2.58,4,1,1,10,0,1,0,0
cv_0147.txt,Kenji Garcia,Product Analyst,26,1.75,3,2,0,12,0,0,1,0
cv_0148.txt,Samuel Popescu,Backend Developer,35,11.33,4,1,1,15,0,1,1,1
cv_0149.txt,Leila Rossi,Backend Developer,25,1.5,3,1,1,11,0,1,0,0
cv_0150.txt,Ethan Costa,Data Engineer,31,2.75,3,1,1,15,0,1,1,0
cv_0151.txt,Noah Silva,Frontend Developer,24,0.67,3,1,1,14,0,1,1,0
cv_0152.txt,Mina Aliyev,ML Engineer,31,1.83,3,1,1,11,0,1,0,0
cv_0153.txt,Ethan Kim,Frontend Developer,23,0.67,3,1,0,15,0,0,1,0
cv_0154.txt,Jonas Hassan,Backend Developer,32,6.83,3,2,1,13,0,1,1,1
cv_0155.txt,Julia Garcia,ML Engineer,30,4.33,4,1,1,12,0,1,0,0
cv_0156.txt,Zoe Santos,ML Engineer,30,3.75,3,1,1,11,0,1,0,0
cv_0157.txt,Anna Popescu,Backend Developer,24,2.67,3,1,1,14,0,1,0,0
cv_0158.txt,Victor Andersen,DevOps Engineer,32,4.92,3,1,1,12,1,1,1,0
cv_0159.txt,Hannah Fischer,Data Scientist,35,6.58,4,1,1,11,0,1,0,1
cv_0160.txt,Maya Rossi,DevOps Engineer,27,2.0,3,1,1,12,1,1,0,0
cv_0161.txt,Omar Schneider,DevOps Engineer,40,10.08,3,1,1,13,1,1,1,0
cv_0162.txt,Yusuf Okafor,Backend Developer,29,2.67,4,1,0,12,0,0,1,0
cv_0163.txt,Ethan Andersen,Frontend Developer,23,1.17,3,1,1,13,0,1,1,0
cv_0164.txt,Elena Costa,Backend Developer,30,3.5,4,1,1,11,0,1,0,0
cv_0165.txt,Maya Dubois,Data Engineer,25,2.17,4,1,0,13,0,0,0,0
cv_0166.txt,Noah Costa,Backend Developer,34,4.25,4,1,1,14,1,1,1,0
cv_0167.txt,Sara Costa,ML Engineer,29,2.75,4,1,1,12,0,1,0,0
cv_0168.txt,Marcus Costa,Software Engineer,36,4.08,3,2,1,13,0,1,1,0
cv_0169.txt,Aisha Patel,Backend Developer,32,8.25,4,1,1,15,1,1,0,0
cv_0170.txt,Omar Fischer,Backend Developer,25,2.92,4,3,0,15,0,0,1,0
cv_0171.txt,Hannah Novak,Backend Developer,40,11.58,3,2,1,10,0,1,0,0
cv_0172.txt,Arjun Silva,Software Engineer,24,2.0,3,1,1,12,0,1,1,0
cv_0173.txt,Zoe Costa,Backend Developer,28,7.67,3,1,1,15,0,1,0,0
cv_0174.txt,Clara Hassan,Frontend Developer,27,3.67,3,1,1,9,0,1,0,0
cv_0175.txt,Luca Liu,Backend Developer,25,2.92,3,1,1,12,0,1,1,0
cv_0176.txt,Arjun Dubois,ML Engineer,32,8.08,3,2,1,14,0,1,1,1
cv_0177.txt,Samuel Novak,Data Analyst,30,5.0,4,2,1,12,0,1,1,0
cv_0178.txt,Samuel Liu,DevOps Engineer,28,4.25,3,1,1,16,1,1,1,0
cv_0179.txt,Maya Santos,Data Analyst,21,1.0,4,1,0,10,0,0,0,0
cv_0180.txt,Victor Petrov,Backend Developer,32,7.58,4,2,1,15,0,1,1,1
cv_0181.txt,Samuel Rossi,Data Scientist,24,2.08,3,2,1,15,0,1,1,0
cv_0182.txt,Mina Liu,Software Engineer,35,9.42,4,2,1,13,0,1,0,0
cv_0183.txt,Leo Hassan,BI Developer,27,2.08,3,1,0,10,0,0,1,0
cv_0184.txt,Gabriel Martinez,Product Analyst,39,7.92,3,1,1,13,1,1,1,0
cv_0185.txt,David Silva,DevOps Engineer,41,9.75,3,2,1,12,1,1,1,0
cv_0186.txt,Thomas Fischer,Data Scientist,22,0.5,3,1,1,12,0,1,1,0
cv_0187.txt,Arjun Schneider,Backend Developer,34,7.58,3,1,1,15,0,1,1,0
cv_0188.txt,Jonas Andersen,Frontend Developer,27,1.42,3,2,1,15,0,1,1,0
cv_0189.txt,Olivia Kim,DevOps Engineer,35,5.75,4,3,0,13,1,0,0,0
cv_0190.txt,Nora Popescu,Frontend Developer,34,5.5,3,4,1,13,0,1,0,1
cv_0191.txt,Iris Bianchi,Data Engineer,39,8.42,4,3,1,12,0,1,0,1
cv_0192.txt,Maya Silva,Data Scientist,36,8.25,3,1,0,13,0,0,0,0
cv_0193.txt,Arjun Santos,Data Scientist,36,6.5,3,1,1,15,1,1,1,1
cv_0194.txt,Samuel Novak,DevOps Engineer,27,2.17,3,3,1,14,1,1,1,0
cv_0195.txt,Sophie Aliyev,Data Analyst,29,5.08,4,2,1,12,1,1,0,1
cv_0196.txt,Nathan Andersen,Product Analyst,38,8.08,3,2,1,12,1,1,1,1
cv_0197.txt,Hannah Garcia,Frontend Developer,30,2.5,3,1,1,12,0,1,0,0
cv_0198.txt,Aisha Garcia,DevOps Engineer,35,6.58,3,2,1,9,1,1,0,0
cv_0199.txt,Iris Hassan,Product Analyst,25,2.58,3,1,1,14,1,1,0,0
cv_0200.txt,David Patel,Data Analyst,44,10.0,4,3,1,11,1,1,1,0
cv_0201.txt,Julia Okafor,Frontend Developer,32,7.83,3,1,1,9,0,1,0,0
cv_0202.txt,Olivia Aliyev,DevOps Engineer,35,10.58,4,2,1,15,1,1,0,1
cv_0203.txt,Gabriel Kim,Data Analyst,34,11.83,3,1,1,12,0,1,1,1
cv_0204.txt,Victor Popescu,Frontend Developer,24,1.75,4,2,1,13,0,1,1,0
cv_0205.txt,Victor Popescu,QA Engineer,28,5.42,3,2,1,11,1,1,1,0
cv_0206.txt,Sophie Bianchi,QA Engineer,24,3.0,3,1,1,12,0,1,0,0
cv_0207.txt,Jonas Liu,ML Engineer,38,9.5,3,3,1,15,0,1,1,0
cv_0208.txt,Adrian Silva,Backend Developer,30,5.17,3,1,1,13,0,1,1,0
cv_0209.txt,Aisha Martinez,Frontend Developer,23,3.08,4,4,1,12,0,1,0,0
cv_0210.txt,Kenji Hassan,Cybersecurity Analyst,26,3.17,3,4,1,10,0,1,1,0
cv_0211.txt,Nora Fischer,QA Engineer,37,7.08,3,1,1,12,0,0,0,0
cv_0212.txt,Iris Novak,ML Engineer,39,7.58,3,3,1,10,0,1,0,0
cv_0213.txt,Luca Liu,QA Engineer,28,3.0,3,1,0,10,0,0,1,0
cv_0214.txt,Kenji Schneider,Backend Developer,28,4.75,4,2,1,12,0,1,1,1
cv_0215.txt,Ethan Garcia,Data Analyst,39,5.42,3,1,0,12,0,0,1,0
cv_0216.txt,Nathan Novak,Cybersecurity Analyst,29,4.33,4,1,1,13,0,1,1,0
cv_0217.txt,Nathan Silva,Cybersecurity Analyst,30,2.42,3,1,1,12,0,1,1,0
cv_0218.txt,Zoe Martinez,DevOps Engineer,32,5.17,3,1,1,13,1,1,0,0
cv_0219.txt,David Aliyev,Software Engineer,25,1.75,3,1,1,11,0,1,1,0
cv_0220.txt,Daniel Kim,Cybersecurity Analyst,26,2.17,4,1,1,13,0,0,1,0
cv_0221.txt,Victor Novak,Backend Developer,32,6.58,4,2,1,15,0,1,1,0
cv_0222.txt,Omar Bianchi,Data Analyst,33,4.92,3,2,1,14,0,1,1,1
cv_0223.txt,Omar Santos,Frontend Developer,28,1.67,3,1,1,10,0,1,1,0
cv_0224.txt,Victor Rossi,Frontend Developer,24,1.0,4,1,1,13,0,1,1,0
cv_0225.txt,Luca Popescu,Software Engineer,34,10.58,3,3,1,13,0,1,1,1
cv_0226.txt,Omar Martinez,DevOps Engineer,29,4.0,4,1,1,10,0,1,1,0
cv_0227.txt,David Popescu,ML Engineer,35,12.25,4,1,1,13,1,1,1,1
cv_0228.txt,Mateo Dubois,ML Engineer,33,5.0,4,1,1,13,0,1,1,0
cv_0229.txt,Kenji Liu,Data Analyst,30,8.0,4,1,1,11,0,1,1,0
cv_0230.txt,Elena Santos,Data Scientist,31,3.42,3,1,1,10,0,1,0,0
cv_0231.txt,Nora Liu,Software Engineer,25,3.33,3,2,1,15,0,1,0,0
cv_0232.txt,Leo Liu,QA Engineer,30,6.08,3,1,1,14,0,1,1,0
cv_0233.txt,Samuel Popescu,Backend Developer,34,4.67,4,2,1,11,0,1,1,0
cv_0234.txt,Isla Okafor,QA Engineer,28,1.17,3,2,1,12,0,1,0,0
cv_0235.txt,Nora Garcia,Backend Developer,34,5.58,4,1,1,10,0,1,0,0
cv_0236.txt,Arjun Santos,QA Engineer,34,7.33,3,1,1,15,0,1,1,0
cv_0237.txt,Victor Martinez,DevOps Engineer,32,7.83,3,3,1,14,1,0,1,0
cv_0238.txt,Arjun Kim,Data Engineer,30,9.75,4,2,0,12,0,0,1,1
cv_0239.txt,Nadia Aliyev,Data Analyst,25,2.5,4,1,1,12,0,1,0,0
cv_0240.txt,Samuel Martinez,DevOps Engineer,41,8.58,4,2,1,12,1,1,1,0
cv_0241.txt,Anna Dubois,ML Engineer,29,5.92,3,1,1,16,0,0,0,0
cv_0242.txt,Nathan Aliyev,Software Engineer,34,7.0,4,1,1,12,0,1,1,0
cv_0243.txt,Lucia Novak,Backend Developer,32,2.83,3,4,1,13,0,1,0,0
cv_0244.txt,Lucia Bianchi,DevOps Engineer,34,9.0,4,2,0,11,1,0,0,0
cv_0245.txt,Isla Liu,Data Scientist,35,11.75,4,4,1,12,0,1,0,1
cv_0246.txt,Samuel Silva,DevOps Engineer,24,1.92,3,1,1,11,0,1,1,0
cv_0247.txt,David Andersen,Data Engineer,27,6.33,4,2,1,13,0,1,1,0
cv_0248.txt,Clara Rossi,Cybersecurity Analyst,40,8.25,3,1,0,12,1,0,0,0
cv_0249.txt,Maya Liu,Data Analyst,34,8.67,4,2,0,16,0,0,0,1
cv_0250.txt,Eva Fischer,Data Analyst,30,2.42,3,1,1,16,0,1,0,0
cv_0251.txt,David Bianchi,BI Developer,30,4.92,3,2,1,11,0,1,1,0
cv_0252.txt,Nora Dubois,Software Engineer,34,9.25,3,1,1,12,0,1,0,0
cv_0253.txt,Hannah Hassan,Data Engineer,29,6.0,3,4,1,12,0,1,0,0
cv_0254.txt,Victor Schneider,BI Developer,29,2.92,3,2,1,13,0,1,1,0
cv_0255.txt,Isla Schneider,Data Analyst,33,12.33,4,3,1,15,0,1,0,1
cv_0256.txt,Sophie Garcia,Software Engineer,33,9.67,3,1,1,16,0,1,0,0
cv_0257.txt,Kenji Kim,Software Engineer,35,5.25,3,1,1,11,0,1,1,0
cv_0258.txt,Mateo Martinez,Product Analyst,27,3.42,4,1,1,9,1,1,1,1
cv_0259.txt,Gabriel Patel,Data Analyst,35,10.08,4,1,0,13,0,0,1,0
cv_0260.txt,Leo Popescu,Cybersecurity Analyst,28,4.75,3,1,0,15,0,0,1,0
cv_0261.txt,Mina Schneider,Data Engineer,40,7.42,3,2,1,11,0,1,0,0
cv_0262.txt,Adrian Patel,Data Scientist,32,3.0,3,1,1,13,0,1,1,0
cv_0263.txt,Ethan Patel,Frontend Developer,37,10.08,4,1,0,12,0,0,1,0
cv_0264.txt,Gabriel Andersen,Software Engineer,30,3.33,4,4,1,8,0,1,1,0
cv_0265.txt,Camila Petrov,Backend Developer,39,6.92,4,1,1,13,0,1,0,0
cv_0266.txt,David Schneider,Backend Developer,29,2.42,3,1,1,14,0,1,1,0
cv_0267.txt,David Santos,Data Scientist,35,9.5,3,2,1,11,0,1,1,1
cv_0268.txt,Jonas Bianchi,ML Engineer,39,10.25,4,2,1,15,0,1,1,1
cv_0269.txt,Elena Rossi,Data Analyst,33,6.17,3,2,1,16,0,1,0,0
cv_0270.txt,David Garcia,Frontend Developer,36,9.58,4,1,1,12,0,1,1,1
cv_0271.txt,Nadia Costa,DevOps Engineer,24,2.33,4,2,1,13,1,1,0,0
cv_0272.txt,Marcus Patel,Backend Developer,28,5.17,4,1,1,14,0,1,1,1
cv_0273.txt,Maya Patel,Product Analyst,34,3.67,4,4,1,13,1,1,0,0
cv_0274.txt,Yusuf Bianchi,Software Engineer,36,6.25,3,1,0,11,0,0,1,0
cv_0275.txt,Gabriel Dubois,Data Analyst,42,8.92,3,1,1,11,0,1,1,0
cv_0276.txt,Mina Martinez,BI Developer,26,0.92,4,2,0,11,0,0,0,0
cv_0277.txt,Isla Popescu,Data Scientist,36,5.92,3,2,1,15,0,1,0,0
cv_0278.txt,Sara Liu,BI Developer,25,2.17,4,1,1,14,0,1,0,0
cv_0279.txt,Thomas Silva,ML Engineer,36,8.92,4,1,1,13,0,1,1,1
cv_0280.txt,Arjun Schneider,Data Scientist,33,6.92,3,3,1,14,0,1,1,0
cv_0281.txt,Isla Garcia,DevOps Engineer,41,8.25,3,1,1,12,1,1,0,0
cv_0282.txt,Marcus Silva,Data Analyst,28,6.17,4,1,0,12,0,0,1,0
cv_0283.txt,Sara Fischer,Data Scientist,26,3.33,4,2,1,10,0,1,0,0
cv_0284.txt,Aisha Dubois,Frontend Developer,26,1.0,3,2,1,13,0,1,0,0
cv_0285.txt,Jonas Dubois,Data Scientist,34,5.83,3,1,1,12,0,1,1,0
cv_0286.txt,Lucia Okafor,BI Developer,32,6.08,4,2,1,11,1,1,0,0
cv_0287.txt,Julia Andersen,Data Scientist,24,1.0,3,2,1,12,0,1,0,1
cv_0288.txt,Thomas Aliyev,Backend Developer,29,1.75,3,1,1,12,0,0,1,0
cv_0289.txt,Omar Kim,DevOps Engineer,29,3.5,3,2,1,15,1,1,1,0
cv_0290.txt,Clara Aliyev,ML Engineer,34,8.5,4,1,1,12,0,1,0,1
cv_0291.txt,Nora Dubois,Data Engineer,21,0.75,3,1,1,15,0,1,0,0
cv_0292.txt,Thomas Bianchi,Product Analyst,24,1.42,3,1,1,14,1,1,1,0
cv_0293.txt,David Patel,Software Engineer,38,8.33,4,2,1,17,0,1,1,0
cv_0294.txt,Yusuf Bianchi,Data Engineer,33,4.17,3,3,1,14,0,1,1,0
cv_0295.txt,Hugo Martinez,Frontend Developer,32,7.67,4,2,0,14,0,0,1,1
cv_0296.txt,Samuel Dubois,Data Engineer,24,0.67,3,1,1,13,0,1,1,0
